Location,Temperature (C),Humidity (%),Wind Speed (km/h),Precipitation (mm),Pressure (hPa),Storm Intensity,Storm Duration (hours),Lightning Activity,Outage Duration (hours),Outage Severity
Texas,15.97245341659124,13.414448164234198,69.91717874092137,235.6301054408667,1045.8593513715296,None,13.617022061602027,87,0.0,Moderate
California,29.20853031396051,23.22643653134304,48.83652497239926,0.9149735748417154,1039.9802717911643,Hailstorm,47.67782283490832,25,18.90161158005176,Severe
Virginia,11.61001345826913,92.5370378978931,114.82969973213984,170.27535571954567,994.0682767186602,None,27.83850208154107,7,0.0,Moderate
Texas,4.229102107859898,99.84496859859217,2.4519997854288986,406.59601998973676,1044.2164061316505,Hailstorm,27.190935602603545,46,7.687832994770413,Moderate
Illinois,9.095569215921657,80.24685182826458,64.77792986070553,194.08545475886984,993.2265874797918,None,10.60174224510985,36,0.0,Moderate
Florida,33.680028992445095,35.81313622961381,53.295540150184486,281.9095625338203,1016.9918715470633,Category 2,19.617093058315746,71,13.752064259359718,Severe
Virginia,24.3868868767291,46.22006245992333,50.731486498460164,102.36990817354841,975.9608070718193,Hailstorm,5.9509437292800005,81,7.952731587998719,Moderate
Texas,41.57018789768461,76.55531094154745,50.56070431358748,457.92887092289544,1013.6644525889543,Category 3,36.60140410801854,17,15.508338356922476,Severe
Illinois,27.383762821725867,97.16622011948783,4.69070666209011,461.5852178685333,1003.8188944608665,None,15.895643815366892,75,0.0,Moderate
Texas,21.359989746508166,50.99240536564309,22.817460451325967,73.0351919791769,1010.6831042754245,Category 3,36.0943600028741,35,1.9470571483375303,Moderate
Florida,23.560780494220893,84.65701737595371,21.28277389686216,362.0794746031661,1018.2651201333662,None,17.84140799661482,1,0.0,Moderate
Illinois,41.830429170762805,97.75620303388452,148.29157572292831,37.619253875956495,967.3455300102138,Thunderstorm,47.46034752551259,83,5.119473541647554,Moderate
New York,33.35105114266884,88.61258539504038,3.3248633835917643,299.2738089900489,980.1262800975662,Category 1,8.213837868221846,2,11.282617312436345,Moderate
California,-8.67773194484592,30.443477209419424,25.061048452799735,89.32682541299819,1023.6241386925528,None,0.07314690639990218,33,0.0,Moderate
Georgia,19.37768328746335,10.722867748806063,146.12617629880452,72.85262624460192,966.3823986270683,Category 1,28.551625986162513,45,11.982996288077883,Moderate
Michigan,27.858612635061064,54.28735348495736,94.23848907150065,2.0599086963349333,984.4240138718951,Category 2,45.74175360421623,61,22.3652694357631,Severe
Ohio,31.17841631415353,57.82247485257401,67.6000680910097,470.4285684337017,1016.6478691093093,Category 1,31.058594635487008,69,1.2659740399321455,Moderate
Michigan,1.7228165622665177,28.112532809605266,11.814139956955483,414.6262457602289,1043.7650985191674,Hailstorm,4.114729091912686,56,9.393593945259163,Moderate
Virginia,37.69475449482437,35.62069527521359,100.4491742449315,38.737778628979534,957.5300206799564,Category 3,25.94305835837882,9,18.50055675855219,Severe
Michigan,42.571373094634005,78.86378447636922,20.67044815219018,299.68780503351167,1001.656079909067,Thunderstorm,43.65537293461091,87,4.553373507677747,Moderate
Illinois,3.0193418214678367,52.33125328418204,100.67791832387724,116.44911739961644,958.1905339237754,Tropical Storm,0.3122912582406112,17,2.783857058110469,Moderate
New York,38.54385016344852,38.5618675240231,146.87647458000876,132.00794106980334,987.913195095154,Hailstorm,8.011786216214341,32,15.507906357040687,Severe
Georgia,-4.666168061614754,66.03634246257275,79.79589879254291,437.0851608379963,967.5386504087345,Category 3,39.09895469292559,6,1.2288709081386768,Moderate
California,-6.936124013661515,68.74837803785128,32.11269817539912,57.162872800601114,1014.9438422578513,Category 3,42.90754111571918,44,19.44072129690346,Severe
California,-2.8926909943487846,79.2456199156722,93.79256263193973,300.7450678315218,1025.7832551954693,Category 2,33.943709801677,28,2.5376133320202716,Moderate
Florida,-6.824240629313021,24.103836618662722,76.93945316869244,200.62776748950455,974.7343206558884,Hailstorm,47.5948878547114,82,13.0601479666683,Severe
Ohio,36.475673043567674,76.73655270942912,79.97103954159691,95.4002998151448,1021.2887149052746,None,4.330364620155327,37,0.0,Moderate
Texas,-6.752242054795043,63.948555289937666,71.71604191799952,225.95903763133123,994.681893785668,Category 1,26.192472760154892,38,6.566252741168981,Moderate
New York,4.941530525001053,15.181467877251741,101.06108613653338,470.2446435530641,978.358003038907,Tropical Storm,32.879746687084136,24,3.381423724222963,Moderate
Texas,-4.293401105527899,79.970106542807,85.7918043610503,390.8050246152761,1002.3401668686735,Tropical Storm,33.72694657771622,16,5.039323627626791,Moderate
Georgia,6.248211997257073,44.47722531998666,148.04926161815592,66.05570068183347,987.9650143820966,None,38.08726153652077,60,0.0,Moderate
Michigan,-5.019229281949373,39.73428408966738,123.87951315634783,424.7148698588236,972.9996254555247,Category 1,44.04605016477039,50,17.23294670799655,Severe
California,26.74017879086577,50.32676364234709,39.704756656650986,468.7202644937216,1025.6844796129985,None,17.358789389621503,36,0.0,Moderate
Georgia,-2.6670251011583668,41.15575695755162,108.86347828574604,138.48214042110362,1029.7524148935304,Thunderstorm,2.06224285476652,66,17.470778334012874,Severe
Michigan,36.85152592113883,40.445703298891814,32.14505240771018,166.70984775767383,1030.0312240755004,Category 1,17.397211895086,23,17.298217914799796,Severe
California,34.945507789965255,82.7269900930563,117.35196121220868,63.15496331102749,988.2142796035695,Thunderstorm,32.23750864258727,81,23.94767725643709,Severe
Michigan,-9.248607299116482,21.205472892912304,22.133645996601324,172.47005221087107,966.9528451409373,Tropical Storm,10.245892192014889,48,10.005788541095987,Moderate
Ohio,39.264949553331306,97.35400610717127,71.03307503208572,336.5703985698061,1034.041128150748,Hailstorm,38.8787016748181,89,20.89163036528373,Severe
New York,-8.408062579114812,59.943847993690895,118.59092974591118,136.07750754813387,982.9263876486214,Category 2,10.54869397069588,20,11.268181777374744,Moderate
Virginia,3.1805181726656144,26.46315985791816,42.0169053459848,3.412505383459996,1024.806680225202,Category 3,0.48304331424832014,74,21.648485143190236,Severe
Georgia,-8.218597422320272,21.809393463851784,125.56786876974947,169.27232381673574,1031.7450561044116,Hailstorm,24.387877162731808,56,3.1068114792758337,Moderate
Georgia,8.471391787162379,63.23585789214843,96.6226063550958,226.5870144843663,1026.8152497602757,Tropical Storm,34.87015542737376,40,5.0321904928806145,Moderate
North Carolina,18.262658914229938,66.96994994622352,59.628349366082375,283.17801871035465,988.9806030690808,Tropical Storm,16.78345634576803,16,20.548950350533868,Severe
Illinois,33.815467795832596,14.772319392682968,63.512506395940775,341.9125521790098,1043.8016726589271,Tropical Storm,35.946998377765766,20,19.843907454424084,Severe
Ohio,8.588985275840987,31.87017227159072,138.8987300879783,30.89217211438505,1016.0162416803049,Category 3,21.043408037808394,67,8.024977212710713,Moderate
Ohio,28.801951357021423,81.59157290993205,32.66865000185689,234.87597264972055,1007.5746284321323,Thunderstorm,8.2423016307233,95,14.72636131706945,Severe
Texas,0.3127451415439193,14.466216496917294,104.00439227620653,133.1812313420092,1019.7909102075014,Category 2,4.346802902349836,81,9.80209360834683,Moderate
Michigan,31.28291512092695,86.95797975154325,106.09413086123031,473.98478277224876,954.472712326539,Hailstorm,34.10818391555267,63,1.237299033980991,Moderate
Illinois,2.979813325008065,69.23462288737002,138.3674539775455,179.9492548969613,989.0514972778637,Hailstorm,18.514309804938136,43,1.6003949110439213,Moderate
New York,-2.105038423092765,49.09809334268843,106.9746403136011,50.06184935993518,1038.121715384621,Category 2,43.81314086034097,27,2.247896406076258,Moderate
New York,0.19748677057298636,41.17895640738243,87.67011270875625,20.745745385785554,966.1079701495714,Category 2,25.932242811549585,35,14.66365954948831,Severe
Ohio,0.01347208850204673,11.732406746400457,135.37838085244394,132.70294379745323,991.4400647736329,Thunderstorm,16.724756074593724,36,7.422237912027142,Moderate
New York,18.207458365734514,84.26934511766588,124.36980444725971,89.4393694413213,990.5247991171971,Hailstorm,16.75156449550671,43,4.310810861242482,Moderate
North Carolina,36.46386696534803,22.84496685716843,107.51646822513393,324.89981343937137,985.6041710703024,Category 1,6.3090174937271595,49,22.646015494209415,Severe
Georgia,-5.62172076541219,37.85877926758793,4.886757358826172,423.4832708538166,1006.235132885898,Category 1,28.501879372279518,89,3.790329342867965,Moderate
Florida,28.882597517138244,61.21962823265235,56.02806273605421,156.27935173513126,1049.6198049585694,Category 2,27.944022499695464,54,16.50157947777219,Severe
Virginia,25.989055280907174,32.13933400641288,94.78345083027816,288.8957274802452,975.5848848786629,Tropical Storm,38.399697212951686,87,21.565684204921148,Severe
Texas,37.98859735061493,54.74264173769812,78.33757865351475,365.1526384905266,1020.4957122574991,Tropical Storm,9.657454198419652,9,4.768082346484343,Moderate
Michigan,3.428115827879898,82.8408545864832,47.89774897467658,199.2438445696675,1025.799499777567,Category 3,13.957902838839715,37,5.938782691260448,Moderate
Virginia,14.75604222767663,52.348414131124734,21.663587326466477,33.16280566903379,1008.4498479679662,Category 1,4.667422516587921,48,14.197711272247012,Severe
Michigan,40.920505594393454,95.40796097076364,82.94948740333824,114.59245546389263,959.7475687901181,Tropical Storm,14.176425708907523,71,12.694319786712347,Severe
California,26.299639757442442,86.27505583387075,42.88763637933195,441.53290404434165,1007.2373497345297,None,20.548901556211234,1,0.0,Moderate
Virginia,11.38226270738783,39.97353118270548,34.950073471349455,412.24013312744745,1045.3464475672488,Category 2,46.27336348579122,43,13.75759616241604,Severe
Florida,-2.7723189429602346,45.9965912125544,59.84373405824003,43.266264411958524,984.2060144388673,Category 3,31.34716813799584,34,22.84776706710402,Severe
Ohio,4.436675434532507,48.099405432027446,117.82371498214029,111.9743616836204,1013.9688126379428,Category 1,37.577948629401384,20,2.2382749652398495,Moderate
North Carolina,21.96685126191608,66.35615076320633,73.17802535494683,384.58264106166,1045.9397732425248,Category 3,15.624474490583529,56,18.49031597598084,Severe
Georgia,29.499237115828258,35.81161562696858,32.47383157480049,242.94911599441,1029.7990281234747,Tropical Storm,6.9366150147886305,90,6.347647715354867,Moderate
Georgia,-3.156796223145858,97.23242249402577,17.53547134200726,379.9835158478622,1018.8307729697043,Category 2,12.32255721183983,22,9.594586413964787,Moderate
North Carolina,22.977849302422968,64.78157985431508,74.84808956622,105.54623583107326,1047.1148878768315,None,12.310449167967413,31,0.0,Moderate
Illinois,20.269320336131305,45.94614928670202,119.15495976333519,476.3490695851374,967.0582955298801,Category 2,27.989535758084504,89,11.249415690531503,Moderate
California,18.26754956798894,68.05088339424105,97.92270354809105,391.80372439994966,1027.274878849984,Category 2,16.39061435784138,70,19.497042802327794,Severe
Michigan,27.95677147251044,45.58645094767369,34.82233202148745,98.72616241300403,990.6835767322773,Tropical Storm,41.15514548799739,32,3.2710277862579638,Moderate
Florida,36.0597277295904,83.6016112881477,65.50598785342385,279.2246003399945,986.0431687680505,None,47.450136923351906,16,0.0,Moderate
New York,7.76443257472776,61.10568644965492,128.2845545016103,56.54856404812891,1002.0672514401961,None,16.478323452645526,71,0.0,Moderate
Virginia,38.89567045610277,13.777345306546032,26.648386177925836,180.71740756325127,953.3751058777458,Thunderstorm,33.842893136976514,41,3.3896816710157736,Moderate
California,-1.1651513059797125,25.908118068111467,79.81208560243456,329.81068423776037,981.2529620928362,Hailstorm,31.559355932177702,16,18.533286629469472,Severe
Virginia,-0.48368716368596054,87.84945757265811,53.43472631412623,165.06384396438582,966.6215494523412,Hailstorm,9.33419941114951,47,19.099781649000786,Severe
Florida,4.672463499315816,60.660984372111095,18.626963224427907,328.379197878984,963.8690899417305,Category 2,44.06441255139043,47,20.225584948939265,Severe
Texas,-3.4258021749107206,95.53091288625146,7.485588136634735,122.38973233038098,983.7340510020098,Hailstorm,9.57324418504326,81,14.42961271054532,Severe
Texas,2.667557357558266,16.51800815746163,83.38070769686928,360.6033902665335,1030.226435801071,Thunderstorm,35.373942320145545,99,12.666492879650646,Severe
California,-4.147353040343547,36.57345670773765,3.112331061056839,179.79478695996454,970.1111067855069,Category 2,16.685262829166998,56,7.038706245838567,Moderate
Ohio,35.19638293419647,27.418903591561534,15.516917503940237,395.2406354557186,1003.141578443241,Thunderstorm,17.619915216430623,60,16.068633247682598,Severe
Florida,-2.3567054462356474,59.84562630058626,52.13464217426118,68.34495735890678,1024.8656194035154,Category 1,21.861554538670095,43,11.2249601700775,Moderate
Florida,31.101365665792123,44.45135479719184,6.528027803364411,180.98897467614262,974.0971534905118,Hailstorm,41.4963829466467,22,23.327857339779932,Severe
North Carolina,-7.364737264766644,24.15461806687539,60.066783967782726,231.9662268873421,1042.4203295755772,None,6.732093192538182,75,0.0,Moderate
Ohio,42.16861801326533,67.84767225635922,19.55475362653365,211.92276225028834,1036.6497903331604,Category 1,2.619339736068188,86,21.81971803180394,Severe
Michigan,29.11380481402714,58.26685292174678,52.48096360502309,216.54725226017,975.1178211733843,Category 2,19.297959307861507,52,9.282050174329635,Moderate
Michigan,-9.626189827763852,34.726262616667086,118.67395306351024,222.4016666725363,1048.9638067365795,None,2.6680847588202283,32,0.0,Moderate
New York,32.01210751101177,53.179422200414,93.9546516714987,494.40176261632564,1016.9171094115017,Category 3,33.00484238675715,55,20.611482773005463,Severe
Georgia,18.27450564214019,77.11644835370706,66.81016166812637,96.57855163482736,978.61000374204,Category 3,36.495603601306236,27,17.770103430053723,Severe
Texas,32.86508436843159,28.474450709559267,13.774996178274062,384.33191525430215,1018.1037455305568,Tropical Storm,41.02619494815643,22,17.200302305815008,Severe
Michigan,18.737324488982367,36.361517203155614,92.87244889720996,275.894390553329,1016.6248270403291,Category 1,35.70442778321265,62,7.431053254934663,Moderate
Ohio,25.256367169944504,41.149988838470364,24.556447876357552,206.81420905492703,1010.619362473433,Category 1,43.9848668972486,6,20.167018065752945,Severe
Florida,33.24824104672722,77.20537934809285,11.487951579242234,316.7643585876322,1021.1696111078475,Category 3,35.91845389071466,1,14.326673162047694,Severe
Michigan,12.280943002332119,86.22303395958163,99.59940261894117,426.76572154990197,976.831569037524,Category 2,44.931630714163276,64,11.277908207487181,Moderate
Florida,-9.851051759875135,43.87496467974498,136.80898467315112,233.319181976543,1047.8985485589535,None,9.269318122049432,3,0.0,Moderate
Michigan,36.747057276985366,36.69587756505264,69.08901551557835,432.4006844805338,1035.7895757275157,None,23.993430377651052,7,0.0,Moderate
Texas,10.948969944356442,90.05020825165094,6.149386591217104,46.89916747952494,1024.574135262932,None,47.70866878583562,48,0.0,Moderate
Virginia,17.28234993091207,99.94284389734109,132.04465761278115,326.54211099654947,952.630499360325,Tropical Storm,32.71575276205035,28,11.715819186095198,Moderate
Michigan,-9.57283468153172,70.33182756956191,10.046064918536112,166.5900306604316,1009.0385373250624,Category 1,42.17477366348435,81,14.632969541934292,Severe
Ohio,17.06506056925539,99.09825534902627,130.12698640523806,193.35766363608204,1020.648398814238,Tropical Storm,1.4589021039770511,54,1.9325688479150074,Moderate
Michigan,44.25680708644512,69.3969650021719,58.77290598343966,285.50987545215185,1035.4099827107884,Category 1,41.844379131284995,36,11.605648753056835,Moderate
Georgia,5.3047213450323305,76.01142448070425,54.809180793463455,239.95839914878613,1044.6157121788942,Thunderstorm,33.49023525946069,94,13.799300072425806,Severe
Texas,11.748004863330795,44.979040138916226,81.41960691846776,190.8897192549272,1041.5853099941753,None,8.196260831410111,5,0.0,Moderate
Ohio,27.795449805777217,48.967079229914816,143.5627226166328,154.1617109098657,990.6044932482688,Thunderstorm,1.2326859083326358,23,20.490438567656835,Severe
North Carolina,34.81365171380123,22.972209759045562,134.81108176289672,309.1576511157661,1039.6501187973952,Tropical Storm,12.476475750031339,78,8.15585142021178,Moderate
Ohio,12.956539320335516,84.04750132886109,70.54951324571508,252.78982591481264,950.0748809214871,None,43.95712123165297,39,0.0,Moderate
Georgia,7.031787872071089,93.795312779848,104.37348465357277,161.65456275544022,985.1475211507786,None,32.07038105761375,11,0.0,Moderate
Virginia,41.58041899917869,66.10943203247008,87.06438785151185,102.48050943877939,961.3881069230393,Category 3,44.13451700559956,63,16.974114841995096,Severe
Texas,27.24297316694181,40.92825776008586,104.01923685947511,387.23409798187606,1038.3067700050203,Category 3,21.415237559724453,45,2.994622744167848,Moderate
North Carolina,-3.4538282528772406,23.861469283692962,124.39911900931455,399.85746226394394,1042.7981905433585,Category 1,44.95810057129157,13,5.603543922082922,Moderate
Georgia,-6.208966702594326,33.86406067347835,5.174074330289081,106.89406349010133,975.6008418150224,Hailstorm,22.22207114136027,26,18.50681825624925,Severe
Georgia,16.595241793470297,32.98693787666589,48.86397808918463,130.82450662230016,986.7310448125463,Thunderstorm,9.804226772080055,36,1.2835597673887296,Moderate
California,2.104953632599983,65.21750957472157,143.89936623508007,119.57151125074344,1048.3877619417092,Thunderstorm,7.2668862808534715,76,23.276138000383284,Severe
Texas,3.969161435693941,95.0533718827244,142.40044627873863,442.2848727882707,1006.6063463729397,Tropical Storm,47.70296702568213,61,5.384464724453949,Moderate
Ohio,38.27306983553165,14.344469826218331,1.6831334966193767,387.06519053092524,999.705584342164,None,16.0254077507794,66,0.0,Moderate
Florida,-5.073868662602913,10.09200696350032,30.216019488354938,37.28676162499034,1000.0435425016577,Hailstorm,7.682545215244209,79,12.866735649204571,Severe
Virginia,29.345026337588934,64.0163749882893,149.06550635165442,416.3329749135429,1019.6188179272783,Tropical Storm,0.4036046827561037,75,13.98523343863399,Severe
Florida,4.912823935932343,35.56544158717438,73.92376138492288,18.425910362895813,1045.4543034772014,Category 3,13.707339193421875,13,2.935031123333576,Moderate
Ohio,31.81805217722757,89.24935081050613,85.92990059502789,126.59989549150636,986.6622429752373,Category 3,42.67757489292187,97,9.40003134561946,Moderate
Ohio,29.732626145494955,39.45252771152353,24.963027828367878,459.4956920483075,967.2657946149043,Hailstorm,25.63244739251048,94,4.5930337979515325,Moderate
Texas,-9.593445420563883,36.07638404760004,134.15034131377945,432.1656473831047,968.501289215299,Hailstorm,30.356882473197835,38,13.096424370301683,Severe
Ohio,18.002447710687953,34.25595590964676,34.68964494736693,390.7172573623074,952.0359038084906,Category 3,44.27477298674558,4,13.666839350454838,Severe
California,-2.33742846920745,23.03675445414197,28.44714450293048,228.7736145546248,1005.5410496119295,Category 2,24.616316069137405,75,17.322339840439138,Severe
North Carolina,37.64248668182722,62.337742684939954,34.21836049804923,160.70705051000388,1042.9117218870451,None,40.2374326009255,25,0.0,Moderate
Ohio,37.93722355743236,25.1392242100789,137.9432553961513,440.77291877022833,1021.3076895378948,Thunderstorm,15.543997347664975,80,11.768135774206797,Moderate
Florida,13.009019412156693,48.21680438112618,105.42700607652738,328.5370451346061,1049.296452657247,Thunderstorm,46.900889416378554,52,6.367288511853952,Moderate
Ohio,14.441759014809431,51.4874847030084,115.28945917354126,147.75442752389674,1040.9527407425455,Tropical Storm,3.783065928597715,62,8.67214821315794,Moderate
California,6.680561667248991,11.844284219017702,56.55545372763791,231.59793898272412,999.1857673390424,Thunderstorm,34.7918172246367,10,20.483065697595556,Severe
Michigan,29.413346442801704,11.512655183902824,136.3765522395842,440.75011113080956,998.6549380591198,Tropical Storm,31.70718176449413,32,4.3548601568115135,Moderate
Michigan,9.726374966455253,56.81914198811463,118.41119285090846,451.72771803911075,1012.8357229828569,Hailstorm,9.200232280839213,40,15.426889801789697,Severe
Georgia,4.728586098744858,72.6431259006219,112.58960437609818,329.65104698586475,961.0935597402311,Hailstorm,18.664511944633727,39,1.300975328384634,Moderate
Virginia,13.772708272747952,94.79282340523642,145.64104255094276,366.2779303585169,1010.768424045127,Category 2,15.015797605296308,45,6.650394554447582,Moderate
New York,-4.968186488689771,26.12073557412596,54.929524619002294,19.648916614401767,996.4074019811818,None,4.535657679959778,3,0.0,Moderate
North Carolina,31.06317625543121,19.29329284924743,91.64604701938218,302.30025381859406,1014.2740426672611,Hailstorm,28.069825101640376,95,11.497476920061427,Moderate
Illinois,-9.307197930051718,14.687911623443583,136.48945484658242,344.4962841854885,1006.5209968285193,None,47.69615258712794,94,0.0,Moderate
Georgia,25.446678383632666,49.24374246216552,118.63334147789287,10.188573540115819,981.0395860284518,Category 3,26.860230770562687,10,16.19292716057094,Severe
Virginia,0.057548971517983105,66.08326306023612,84.50684373384225,421.92949397812777,1010.7761983018406,Category 2,26.172475530209375,80,6.395478561627051,Moderate
Michigan,2.7822225417927218,85.64980210761378,11.432052717029828,464.1425058253705,986.601435286968,Category 3,1.935057953018319,26,7.4585136275095545,Moderate
Florida,24.9597599252022,71.43803940638182,97.90851593335098,118.96822620939402,969.4621140647818,Category 3,6.682570721457141,7,16.74253877084047,Severe
Illinois,44.611890618059896,28.75247101673716,78.98333353017783,422.89796634848227,1017.5070847758032,Tropical Storm,24.634516276908528,20,13.380702373508985,Severe
Virginia,32.77446189899029,51.55933297566511,27.62706922269396,332.7562913545821,980.634709301858,None,47.288571080835425,96,0.0,Moderate
Virginia,2.4211797722865587,91.93117116777897,132.3379685013896,290.3479098750992,1038.9024779866036,Category 3,42.077171302169226,4,16.41753929156515,Severe
Georgia,-0.318638472737641,39.40669562296341,51.48728923481149,421.56298684457425,969.9332459714213,None,16.33003782591204,61,0.0,Moderate
Illinois,37.642807864721874,54.88573285827383,58.12198402759454,142.80526787260183,1010.0144038432514,Category 2,26.06420420295012,31,2.8079741973602967,Moderate
Texas,14.430117135682735,96.2708801179327,100.86023231946159,395.428088843427,1007.1548774849254,Category 1,26.52970666819856,88,18.19294838134268,Severe
New York,-2.46209584445145,76.12372050163279,73.31981130618614,157.26038383410162,969.7741800801151,Hailstorm,32.89730941258479,57,13.008333555782627,Severe
Texas,37.4216282827066,77.29663470775228,13.392161441872407,393.72827145403687,993.9886838864539,Tropical Storm,33.01353797947865,71,5.7091875310100715,Moderate
Illinois,34.885079410284376,32.71006039719049,58.116242603285215,225.52700287822876,1017.5538771542795,None,37.91003944252674,26,0.0,Moderate
Texas,44.11485001434399,47.32283064746154,14.169917690734968,58.472735746540216,981.8527204489974,Hailstorm,1.1986091923047546,25,14.695545825933076,Severe
California,40.03590276919761,17.410794678704953,28.61256046850718,190.75993015299525,961.3830657407465,Category 3,45.296649150597396,39,22.162730771375454,Severe
Michigan,36.84846862632979,64.58732803454802,1.0761657525680757,116.74663915487533,1011.5240714957881,Category 3,3.3629782074838364,28,18.06932178767692,Severe
California,-7.108408120394827,19.335714808824477,27.196962222699327,50.26577539310956,972.4121902260516,Thunderstorm,22.85568535089312,72,7.9442601532975825,Moderate
Ohio,-4.257154677603508,85.23186239853594,49.567103099754135,55.14353421183249,1018.1474979669588,None,44.139805265234045,81,0.0,Moderate
Texas,21.294075686726753,83.30984083179972,80.7327650598442,390.0356992520249,1033.9467096584167,Tropical Storm,23.40810380309183,6,20.62323365785796,Severe
Ohio,19.231358545500147,58.02445910100786,137.89158167740982,440.6989262612338,962.3355371449795,Tropical Storm,3.054568043189608,20,20.45955682113526,Severe
Florida,15.187976796924453,22.70494298773267,81.04903008630829,463.56455971625195,993.7609102221301,Category 2,11.003520950973082,79,5.032130338651017,Moderate
North Carolina,11.823412897802132,12.302108487565135,105.84053120465123,426.97308616522736,994.4922269348803,Category 1,27.776004257684292,66,2.4290172595513924,Moderate
Florida,13.716576667538089,81.70378007883151,53.65156369586613,415.1120486427209,1013.2535918654294,Category 2,4.217357659150515,95,17.372886945768894,Severe
Illinois,21.311386377413736,64.01264348920841,112.74461903509011,34.41792575830299,983.4407928797568,Category 2,20.33654068883023,9,17.619382109239133,Severe
Virginia,-9.885791531995533,73.9836673073095,93.0703119077216,395.06179736085517,991.856915558878,Category 2,15.796476777187435,61,5.074306335223718,Moderate
Michigan,4.338982577306872,37.34264131627309,68.96910199122918,391.64132982822554,951.1991244028255,Category 1,39.12996613556349,95,16.368872769821476,Severe
Texas,18.50538463787911,55.853446405952305,29.065319233683866,65.64519705230659,962.2425911183259,Category 2,5.286333040101562,7,7.415246128029363,Moderate
Georgia,29.721885427050545,77.24567534856854,45.53113619959484,331.00461596731617,1006.9862099555004,Hailstorm,32.77432560762174,95,6.994191643282493,Moderate
North Carolina,-0.4213819182532017,51.63069774824196,93.14191310636326,226.25366822964077,971.5895800295028,Tropical Storm,19.51627540204364,3,8.463912484077877,Moderate
New York,20.078464558308813,64.12458004918578,63.90844865468595,450.0067617360354,964.4576889796375,Category 1,28.212032662671774,28,12.969116429887649,Severe
New York,29.295282613717994,81.0755435627166,133.4079835123578,347.7041811978337,982.4412767964163,Category 3,9.865525052186147,11,19.502440236558325,Severe
New York,14.454521185264756,29.369858073974097,35.22604073033779,475.4937681871261,966.3535694933123,Thunderstorm,29.265776868558024,99,12.468806270461403,Severe
Texas,-8.510537648147192,15.933600042173408,10.960897837990846,52.46132263732184,955.9622436478103,Thunderstorm,32.35093091597341,50,7.85498199935371,Moderate
New York,14.709748715610019,57.86411597297246,88.40228647582266,20.30365722619659,978.3858249144175,None,3.3711151037317357,18,0.0,Moderate
California,6.304468825928421,15.591319364808616,132.9076260285114,486.789678880273,966.4358441365551,Hailstorm,39.568524843980974,30,2.2670690211743874,Moderate
North Carolina,41.13072842357306,78.99015649300779,54.7108544159683,40.096080722452186,1029.9395742334837,Tropical Storm,41.34019741863558,25,19.333104129655847,Severe
California,-3.1462637876919954,74.72903028704097,97.15670023022477,193.09791045511477,956.2656966930663,Thunderstorm,3.050594672774146,5,19.04078043220268,Severe
Virginia,25.88617755289777,89.35414043187673,34.711893326572294,324.9853111252774,1024.7443236766692,Hailstorm,28.952999428669713,28,6.831576633549892,Moderate
North Carolina,-7.100412851602437,67.56058882305645,83.77078825090325,440.0283366670419,988.2796347483202,Hailstorm,28.512551854666896,16,5.560789197966432,Moderate
California,14.539374079698309,16.04778136771364,118.01881512939798,127.28865910696302,1017.5321309349395,Thunderstorm,0.5980037696852794,19,21.118112914398736,Severe
North Carolina,20.468871797104434,32.78369129406556,130.05473981650258,14.529105942511666,955.268943633339,Thunderstorm,16.432627869885664,41,13.85403975188746,Severe
Virginia,6.387521222427601,82.71386601064474,15.767869477859502,260.64339524959473,1042.0703994789571,Hailstorm,46.508437570259886,46,2.058261225522536,Moderate
Ohio,15.029159953621143,25.0419175582229,53.45617744398682,235.55601013612065,1026.737569725161,Hailstorm,26.661636108899664,73,21.48914787874428,Severe
Texas,-1.0045413008396942,72.86324210333987,95.94666629038053,153.4465910945398,964.0143071874226,Category 3,44.79416653159224,69,9.027137640180497,Moderate
Texas,6.726811720741988,80.22333978284301,5.208430214047832,436.94968375072455,971.878437102736,Thunderstorm,32.430942522114435,95,8.869600737630607,Moderate
New York,24.16084787006117,39.7100618069717,103.59228002262405,374.6610857916173,1014.3996232639486,Category 2,1.3627448747172686,1,15.795622554677086,Severe
Florida,6.59900307236353,39.00677260626176,79.20508242057407,429.05819159962334,1042.156260429435,Hailstorm,3.7302335063228185,73,16.210151684367244,Severe
New York,39.48586931248794,60.20224130882322,43.28494188300397,80.9044797385996,994.5832391006234,Tropical Storm,34.6645898576363,36,9.12627077905354,Moderate
Illinois,24.562382670254436,87.51576994792873,122.19816758910757,346.2059794701705,998.5632795021805,Tropical Storm,26.61925393771293,90,4.295415341628256,Moderate
California,14.125696013979145,30.15155817221325,43.50760684436628,487.5508677094287,973.7800261389029,None,6.103279900794034,18,0.0,Moderate
North Carolina,-7.868368544519964,94.71323764381624,148.7122569305705,305.9569459043461,988.3010875621133,Hailstorm,29.47500856097358,40,15.379120787530523,Severe
Florida,17.47515843625692,63.92068163380974,122.45552836700105,85.68218264774308,978.6017702830305,Tropical Storm,38.89379330727341,15,20.785114396356395,Severe
Virginia,32.06269331687991,99.29138242170485,106.19707520746314,497.8901972340673,985.0571149637813,Category 3,36.14315664636538,83,12.142119709396516,Severe
Illinois,4.605667890682749,18.06523515957904,9.202133694396903,264.1617907791891,952.0597624755347,None,11.815798081539215,59,0.0,Moderate
Virginia,34.372546330682205,21.390592285608317,135.64655579809101,420.0295091381236,954.1060744672237,Category 3,12.393358399490108,56,2.2514030397651297,Moderate
